Restaurant _Name,Restaurant _Type,Rating,Votes,Avg_Cost (two people),Online_Order,Table_Booking,Cuisines_Type,Area
Alter Ego D'Deli,Cafe,3.8,140,650,Yes,No,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar
Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000,No,Yes,"Italian, Salad",Brookefield
AM WOW,Beverage Shop,3.4,6,100,Yes,No,Beverages,Banashankari
Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500,No,No,Desserts,Brookefield
Amande Patisserie,Bakery,4,73,300,Yes,No,"Bakery, French, Desserts",Banashankari
Amanthrana Gardenia,Casual Dining,3.8,107,800,Yes,No,"North Indian, Andhra, BBQ, Seafood, Chinese",Brookefield
Amantrana,Casual Dining,3.2,15,800,No,No,"North Indian, South Indian",Rajajinagar
Amar Kolkata,Quick Bites,3.2,4,300,No,No,"Bengali, North Indian, Chinese",Indiranagar
Amara Food Point,"Takeaway, Delivery",3.3,4,250,No,No,South Indian,"Byresandra,Tavarekere,Madiwala"
Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400,No,No,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala"
Amaravathi Mess,Quick Bites,3.6,108,400,Yes,No,"Andhra, Biryani",Electronic City
Amaravati,Quick Bites,3.6,39,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350,Yes,No,"South Indian, North Indian, Chinese",Marathahalli
Amaravati Authentic Andhra Restaurant,Casual Dining,3,148,600,Yes,No,"Andhra, Chinese, North Indian, Biryani",Brookefield
Amaravati Food Court,Quick Bites,3.3,7,300,Yes,No,Kerala,Whitefield
Amaravati Grand,Casual Dining,3.3,7,550,No,No,"Chinese, Andhra, Mangalorean",Jayanagar
Amazing Blue Pub,Pub,3.4,10,900,No,No,Finger Food,Malleshwaram
Ambara Gardenia,Casual Dining,3.8,256,800,Yes,Yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala"
Ambarsaria,Casual Dining,2.7,57,800,No,No,North Indian,New BEL Road
Amber Rush by The Pool,"Bar, Casual Dining",3.9,140,1500,No,No,"North Indian, Chinese, Continental",Brookefield
Amber Rush Restobar,Pub,4.1,93,1000,No,Yes,"Continental, Chinese, Fast Food",Brigade Road
Ambika Biryani Corner,Quick Bites,3.5,37,300,No,No,Biryani,Rajajinagar
Ambika Vegetarian Hotel,Casual Dining,3.7,31,500,No,No,"North Indian, Fast Food",Malleshwaram
Ambujam's Chettinad Mess,"Quick Bites, Mess",3.2,27,400,Yes,No,"South Indian, Chettinad",Kammanahalli
Ambur Azad Darbar,Quick Bites,3.1,6,250,No,No,"North Indian, Fast Food, Biryani",Jayanagar
Ambur Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,Indiranagar
Ambur Biriyani Centre,Quick Bites,3.2,6,150,No,No,Biryani,Sarjapur Road
Ambur Biriyani Classic,Casual Dining,3.3,136,700,Yes,No,"Biryani, South Indian, North Indian",Electronic City
Ambur Biriyani Point,Quick Bites,3.6,26,150,No,No,Biryani,"Byresandra,Tavarekere,Madiwala"
Ambur Biriyani Zone,Quick Bites,3.2,4,200,No,No,"Biryani, Kebab",Kammanahalli
Ambur Biryani,Quick Bites,3.2,5,450,No,No,"South Indian, Fast Food",HSR
Ambur Biryani Hotel,Quick Bites,3.2,13,200,No,No,Biryani,"Byresandra,Tavarekere,Madiwala"
Ambur Biryani Mess,Mess,3.4,18,250,No,No,Biryani,Koramangala 4th Block
Ambur Biryani Point,Quick Bites,3.3,8,150,No,No,Biryani,Bellandur
Ambur Chicken Biryani,Quick Bites,3.1,9,250,No,No,Biryani,HSR
Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200,Yes,No,Biryani,Malleshwaram
Ambur Dum Biriyani,Quick Bites,2.8,40,160,No,No,Biryani,Banashankari
Ambur Dum Biryani,Quick Bites,2.8,40,300,No,No,"Biryani, Fast Food",Electronic City
Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200,No,No,Biryani,Old Airport Road
Ambur Hot Dum Biryani,Quick Bites,3,9,200,No,No,Biryani,Marathahalli
Ambur Star Biryani,Quick Bites,3.5,22,200,No,No,Biryani,Bellandur
Ambur Star Briyani,Casual Dining,3.6,17,500,Yes,No,"North Indian, Chinese, Biryani",Indiranagar
Ambur Star Dum Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,Residency Road
Ambur Star Dum Biryani,Quick Bites,2.8,40,250,No,No,Biryani,Bellandur
Ambur Tasty Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,HSR
Amchoor,Quick Bites,3.8,38,250,Yes,No,"North Indian, Beverages",Marathahalli
Amdo's Corner Tibetan Foods,Quick Bites,4,47,250,No,No,"Tibetan, Momos",Brigade Road
American Bites,Quick Bites,2.4,48,450,Yes,No,"Fast Food, Burger, Pizza",Frazer Town
American Desserts,"Takeaway, Delivery",3.6,23,500,Yes,No,"Desserts, Bakery",Kalyan Nagar
Amexicano,Food Truck,3.8,31,400,No,No,"American, Mexican",Indiranagar
Amigos Kitchen,Quick Bites,3.7,64,400,Yes,No,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar
Amjad Bhai's Star Hotel - Home Food Only,Quick Bites,2.8,40,300,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala"
Ammachide Addukala,Quick Bites,3.5,6,300,No,No,Kerala,Bannerghatta Road
Amma's Biryani & Rice,Quick Bites,2.8,40,300,Yes,No,"Biryani, Fast Food",Kalyan Nagar
Amma's Cafe,Quick Bites,3.2,6,300,No,No,Fast Food,HSR
Amma's Pastries,Bakery,3.9,130,400,No,No,Bakery,Kalyan Nagar
Amma's Special,Quick Bites,0,40,400,No,No,South Indian,Koramangala 6th Block
Ammayi Thakkaram,Quick Bites,0,40,400,No,No,"Kerala, South Indian",Koramangala 6th Block
Ammi's Biryani,Casual Dining,2.7,171,500,Yes,No,"Biryani, North Indian",Kalyan Nagar
Ammus Hot N Cool,Quick Bites,3.4,84,300,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000,No,No,"North Indian, Chinese, Continental",Brigade Road
Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000,Yes,Yes,"Continental, Chinese",Brookefield
Amontron,Casual Dining,3.9,435,650,Yes,No,Bengali,Bannerghatta Road
Amour Fine Patisserie,"Cafe, Dessert Parlor",4,82,500,Yes,Yes,"Cafe, Desserts, Continental",HSR
Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Amrit,Food Court,3.4,24,600,No,No,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala"
Amrita Nadia Sweets,Sweet Shop,3.2,4,400,Yes,No,Mithai,New BEL Road
Amrith Ice Cream,Dessert Parlor,4.1,81,100,No,No,Ice Cream,Malleshwaram
Amritsari Kulcha Bite,Quick Bites,3.9,99,150,Yes,No,North Indian,Indiranagar
Amritsari Kulcha Land,Quick Bites,4,260,300,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala"
Amrut,Quick Bites,3.5,250,300,Yes,No,"North Indian, Chinese, Fast Food",Malleshwaram
Amruta,Casual Dining,3.8,20,600,No,No,"South Indian, North Indian, Chinese",Lavelle Road
Amruth Parkland,"Bar, Casual Dining",3.5,54,900,No,No,"North Indian, Chinese",Sarjapur Road
Amrutha Foods,Quick Bites,2.8,40,300,No,No,South Indian,Marathahalli
Amrutha Grand Restaurant,Casual Dining,3.2,204,500,Yes,No,"North Indian, Biryani, Chinese",Bellandur
Amrutha Mess,Quick Bites,3.4,5,300,No,No,Kerala,"Byresandra,Tavarekere,Madiwala"
Amrutha Sweets,Quick Bites,3.5,13,200,No,No,"Street Food, Mithai",Koramangala 4th Block
AM's Cafe Recreate,"Takeaway, Delivery",3.3,8,250,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
Amul Ice Cream,Dessert Parlor,2.8,40,100,Yes,No,"Desserts, Ice Cream",HSR
An Egg Story,Cafe,4,241,600,No,No,"Cafe, Continental, American, Italian",Kalyan Nagar
Anamika Roll Centre,Quick Bites,3.2,4,300,No,No,"North Indian, Fast Food, Rolls",Jayanagar
Anand Donne Biriyani,Quick Bites,3.6,45,200,Yes,No,Biryani,Banashankari
Anand Sagar Inn,Casual Dining,3.2,6,450,No,No,"South Indian, North Indian, Chinese",Jayanagar
Anand Sweets and Savouries,Quick Bites,4,99,400,Yes,No,"Mithai, Street Food",Kalyan Nagar
Anand Vihar,Quick Bites,2.5,58,0,No,No,"North Indian, Chinese",Frazer Town
Anda Ka Funda,Quick Bites,3.1,14,300,Yes,No,"North Indian, Chinese",JP Nagar
Anda Special-Pav Bhaji,Quick Bites,3.4,8,200,Yes,No,Fast Food,New BEL Road
Andal Mess,Mess,3.1,22,300,Yes,No,"Biryani, South Indian, North Indian",Koramangala 4th Block
Ande Ka Funda,Quick Bites,2.8,60,250,No,No,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala"
Andhra Amigos,Casual Dining,3.6,81,350,Yes,No,"Andhra, North Indian, Biryani",Electronic City
Andhra Bhojanam,Casual Dining,3.6,21,600,No,No,"North Indian, South Indian, Andhra",Bannerghatta Road
Andhra Biriyani Palace,Quick Bites,2.8,40,250,Yes,No,"Biryani, Andhra",Kalyan Nagar
Andhra Biryani & Curries,Quick Bites,3.1,4,400,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City
Andhra Biryanis,Casual Dining,4,108,700,Yes,No,"Andhra, Biryani, North Indian",Brookefield
Andhra Box,Quick Bites,3.2,4,400,No,No,"Andhra, Biryani, Chinese",Brookefield
Andhra Central,Food Court,3.1,13,400,Yes,No,Andhra,Brookefield
Andhra Chettinad Cuisine,Quick Bites,3.6,24,250,No,No,"Andhra, South Indian, Chettinad",Electronic City
Andhra Express,"Takeaway, Delivery",3.7,19,300,Yes,No,"Andhra, Biryani, North Indian, Beverages",Marathahalli
Andhra Food Cafe (AFC),Quick Bites,3.3,46,250,Yes,No,"Andhra, North Indian, South Indian",Electronic City
Andhra Ghumaghumalu,Quick Bites,2.8,40,300,Yes,No,"Andhra, Biryani, North Indian",Brookefield
Andhra Grills,Casual Dining,3,55,800,No,No,"Andhra, North Indian, Biryani",Bannerghatta Road
Andhra Kafe,Casual Dining,3.8,241,550,Yes,No,"Andhra, South Indian, North Indian, Biryani",Brookefield
Andhra Kitchen,Quick Bites,3.9,45,400,Yes,No,Andhra,Electronic City
Andhra Mess,Mess,2.8,17,400,Yes,No,"Andhra, Biryani, Chinese",Brookefield
Andhra Paris,Quick Bites,3.2,5,250,Yes,No,Andhra,Bellandur
Andhra Ruchi's Restaurant,Delivery,3.1,72,500,Yes,No,"Andhra, North Indian, Biryani",Whitefield
Andhra Ruchulu,Casual Dining,4.2,1428,800,Yes,Yes,"Andhra, North Indian",Bannerghatta Road
Andhra Spice,Casual Dining,2.8,40,600,No,No,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur
Andhra Spice Mess,Quick Bites,3.4,9,250,Yes,No,"Andhra, Biryani, North Indian, Chinese",New BEL Road
Andhra Spices,Quick Bites,3.2,4,0,No,No,"Andhra, Chinese, South Indian",Whitefield
Andhra Spicy,Quick Bites,3.5,11,400,No,No,"Andhra, Biryani",Bellandur
Andhra Spicy Food Court,Quick Bites,3.2,22,400,Yes,No,"Andhra, Biryani",Electronic City
Andhra Spicy Inn,Quick Bites,2.8,40,450,Yes,No,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar
Andhra Star Biryani,Quick Bites,3.2,6,200,No,No,Biryani,Marathahalli
Andhra Vantakam,Casual Dining,3.9,317,800,Yes,No,"Andhra, Chinese, North Indian, Seafood",Malleshwaram
Andhra Vantillu,Quick Bites,3.3,4,350,No,No,"South Indian, North Indian",HSR
Andhra Vilaas,Quick Bites,3.7,52,350,Yes,No,"Andhra, North Indian, Biryani",Bellandur
Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600,Yes,No,"Andhra, South Indian, Fast Food",Brookefield
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300,No,No,"Cafe, Beverages, Fast Food",New BEL Road
Angaar Biriyani,Quick Bites,3.7,92,400,Yes,No,"Biryani, Chinese, Fast Food",Whitefield
Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600,No,No,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar
Angel Mess,Quick Bites,3.5,17,200,No,No,South Indian,Marathahalli
Angel Mutton Leg Soup,Quick Bites,3.5,22,200,No,No,South Indian,Indiranagar
Angel Restaurant,Quick Bites,2.8,165,450,Yes,No,"Kerala, South Indian, North Indian",Bannerghatta Road
Angel's Kitchen,Quick Bites,3.5,10,300,No,No,Kerala,Whitefield
Angiie's Cafe,Quick Bites,3.7,29,450,Yes,No,"Burger, Fast Food",Bellandur
Anika's India Kitchen,Delivery,3.3,5,250,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala"
Aniram's,Delivery,4.1,739,500,Yes,No,"Chinese, North Indian",Bannerghatta Road
Anjappaar,Casual Dining,3.9,96,650,No,No,"Chettinad, South Indian",Marathahalli
Anjappar,Casual Dining,2.7,40,650,No,No,"Chettinad, South Indian",Jayanagar
Anju's Cafe,Cafe,3.4,6,600,No,No,"Cafe, North Indian",Bannerghatta Road
Anna Kuteera,Casual Dining,3.8,62,400,No,No,"South Indian, North Indian, Chinese",Residency Road
Annabell,"Quick Bites, Beverage Shop",4,264,700,Yes,No,"Continental, Beverages",Indiranagar
Annalakshmi,Casual Dining,3.5,28,700,No,No,"Andhra, Chettinad",Bellandur
Annapoorani,Casual Dining,3.9,434,400,No,No,South Indian,Indiranagar
Annapoorni Grand,Casual Dining,3.9,82,450,No,No,"Chinese, South Indian, North Indian",Lavelle Road
Annappa's Naati Mane,Quick Bites,3.5,73,400,No,No,"South Indian, Chinese",Rajajinagar
Annapurna Andhra Hotel,Quick Bites,3.3,5,400,Yes,No,"Mughlai, Chinese, North Indian",Electronic City
Annapurna Bengali Restaurant,Casual Dining,3.9,50,500,No,No,Bengali,Brookefield
Annapurna Benne Dose,Quick Bites,2.8,40,200,Yes,No,South Indian,JP Nagar
Annapurna Foods,Casual Dining,3.5,11,400,Yes,No,"North Indian, Chinese, Hyderabadi",Bellandur
Antarastriya,Quick Bites,3.9,461,200,Yes,No,"Chinese, Fast Food, Momos",Malleshwaram
ANTIGRAVITY,"Pub, Casual Dining",4.4,730,1500,No,Yes,"Continental, North Indian, Chinese, BBQ",Marathahalli
Antilla Aromas,Dessert Parlor,3.7,18,300,Yes,No,"Desserts, Ice Cream",Bannerghatta Road
Anu Momos Chinese Kitchen,Quick Bites,3.7,118,450,Yes,No,"Chinese, Thai, Momos",Kalyan Nagar
Anupam's Coast II Coast,Casual Dining,4.1,841,700,Yes,No,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Anupam's Coastal Express,Casual Dining,4.1,179,600,Yes,No,"Seafood, Mangalorean, South Indian",Basavanagudi
Anushka Restaurant,Casual Dining,2.8,40,550,Yes,No,"North Indian, Chinese",Brookefield
Apna Hotel,Quick Bites,3.5,26,300,Yes,No,"North Indian, Hyderabadi",Brookefield
Apna Punjab,Quick Bites,3.6,474,450,Yes,No,"North Indian, Chinese, Fast Food",Bannerghatta Road
Apna Veg Dhaba,Casual Dining,3.1,35,400,Yes,No,"North Indian, Chinese",Bellandur
Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236,750,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Brookefield
Appam & Curry,Quick Bites,3.8,18,200,Yes,No,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala"
Appam Centre,Quick Bites,3.2,4,200,No,No,Kerala,Bannerghatta Road
Appana Restaurant,Quick Bites,2.8,40,300,Yes,No,North Indian,Bannerghatta Road
Appetite Workstation,Quick Bites,3.6,16,500,Yes,No,"North Indian, Chinese, Biryani",Bellandur
Apple Cafe,Quick Bites,3.3,14,300,No,No,"Beverages, Fast Food",Marathahalli
Apsara Ice Cream,Dessert Parlor,3.2,4,200,No,No,"Ice Cream, Desserts",Brookefield
AQNI,Casual Dining,3.6,89,650,Yes,No,"North Indian, Mughlai, Biryani, Rolls",Malleshwaram
Aqua - The Park Bangalore,"Lounge, Bar",4,195,3000,No,Yes,"North Indian, Mediterranean, Chinese",Church Street
Arabian Bites,Quick Bites,3.4,24,300,Yes,No,"North Indian, Chinese",Basavanagudi
Arabian Mataam,Quick Bites,3.7,19,500,No,No,"Biryani, Arabian",Frazer Town
Arabian Mexico,Quick Bites,3.3,53,400,Yes,No,"Fast Food, Arabian",JP Nagar
Arabian Shawarma,Kiosk,3.7,30,150,Yes,No,Arabian,Frazer Town
Arafa Juice Center,Quick Bites,3.5,10,250,No,No,"Juices, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala"
Aramane Brundavan,Casual Dining,3.3,4,450,Yes,No,"Chinese, North Indian, South Indian, Fast Food",Malleshwaram
Aramane Donne Biriyani,Quick Bites,3.9,189,300,Yes,No,"Biryani, Fast Food",Bannerghatta Road
Aramane Donne Biryani,Quick Bites,2.8,40,300,Yes,No,"Biryani, Fast Food",JP Nagar
Aramane Donne Briyani,Quick Bites,3.9,339,300,Yes,No,"Biryani, Fast Food",Jayanagar
Aramane Restaurant,Casual Dining,2.9,90,800,Yes,Yes,"North Indian, South Indian, Seafood, Biryani, Chinese",Bannerghatta Road
Arbor Brewing Company,"Pub, Microbrewery",4.5,8375,2000,No,Yes,"American, Continental, Salad",Brigade Road
Archana's First Crush,Bakery,3.7,31,400,Yes,No,"Bakery, Desserts",Bellandur
Arena - Artisanal Brewkitchen,"Pub, Casual Dining",4.1,177,2000,No,Yes,"Sushi, Continental, Pizza, Italian, Asian",Indiranagar
Arina's,Quick Bites,3.3,5,250,No,No,"Fast Food, Chinese",Church Street
Arirang Korean Restaurant,Casual Dining,4,237,1400,No,Yes,Korean,Kalyan Nagar
Armaani Caffe,Quick Bites,3.5,12,250,Yes,No,Fast Food,Bannerghatta Road
Arogya,Quick Bites,3.4,9,100,No,No,"South Indian, North Indian, Chinese",HSR
Arogya Thaana,Beverage Shop,3.8,72,200,Yes,No,"Beverages, Sandwich",Whitefield
Aroma Fine Dine,Casual Dining,4,126,900,Yes,Yes,"North Indian, Mughlai, Chinese, South Indian",Koramangala 4th Block
Aroma Of Asia,Quick Bites,3.9,49,400,No,No,"Chinese, Momos",MG Road
Aroma Spice,Casual Dining,3.7,83,800,Yes,Yes,"Andhra, Chinese, North Indian, Seafood",Kalyan Nagar
Aroma's Hyderabad House,Casual Dining,4.2,533,800,Yes,No,"Mughlai, Biryani, North Indian",Kalyan Nagar
Aromas Of South,Casual Dining,3.7,46,1000,No,No,South Indian,Rajajinagar
Around The Corner,Quick Bites,3.6,22,350,No,No,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala"
Art Cafe,Cafe,3.5,7,1000,No,No,Cafe,Malleshwaram
Art of Biryani & Curries,Delivery,3.4,9,250,Yes,No,Biryani,Kalyan Nagar
Art of Delight,Dessert Parlor,4.3,449,400,No,No,"Ice Cream, Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
Art Of Flavours,Quick Bites,2.8,40,200,No,No,Fast Food,Marathahalli
Artinci Artisanal Ice Cream,Dessert Parlor,2.8,40,300,Yes,No,"Desserts, Ice Cream",Bannerghatta Road
Artville Cafe,Cafe,3.8,92,700,No,No,Cafe,Kalyan Nagar
Arun Ice Cream,Dessert Parlor,3.4,7,150,No,No,"Ice Cream, Desserts",Banashankari
Arun Icecreams,Dessert Parlor,3.1,6,150,No,No,"Ice Cream, Desserts",Kalyan Nagar
Arusuvai D' Kitchen,Quick Bites,3.7,26,350,Yes,No,"South Indian, Biryani, Chettinad, Juices",Whitefield
Arya Bhavan Sweets,Sweet Shop,3.2,6,300,No,No,"Mithai, Street Food, North Indian",Brigade Road
Arya Hungry?,Quick Bites,4.3,277,450,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala"
Arya Vysya Refreshment,Quick Bites,0,40,100,No,No,South Indian,Basavanagudi
Aryan's Kitchen,Quick Bites,3.1,97,500,Yes,No,"North Indian, Fast Food",Whitefield
Arzak,"Takeaway, Delivery",2.8,40,300,No,No,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",Electronic City
As On Fire,Food Truck,3.4,41,400,Yes,No,"Pizza, Fast Food, BBQ",Jayanagar
Asaivam Restaurant,Casual Dining,4,69,750,Yes,No,"Chettinad, South Indian",Frazer Town
Ascharya Hotel,Quick Bites,3.3,10,300,Yes,No,"Mangalorean, South Indian",Basavanagudi
ASEAN - On The Edge,Casual Dining,4.4,861,1800,Yes,Yes,"Asian, Thai",Brigade Road
Asgardian Moreover Chai,Quick Bites,2.8,40,300,No,No,"Fast Food, Rolls, Juices","Byresandra,Tavarekere,Madiwala"
Asha Food Camp,Casual Dining,4,137,700,No,Yes,"Desserts, North Indian, Chinese",Rajajinagar
Asha Sweets Center,"Sweet Shop, Quick Bites",4.1,57,200,Yes,No,"Mithai, Street Food",Indiranagar
Asha Sweets Centre,Dessert Parlor,3.6,27,250,Yes,No,Fast Food,Banashankari
Asha Tiffins,Quick Bites,4.3,278,150,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala"
Asharfilal,Dessert Parlor,3.5,10,150,Yes,No,Desserts,Bannerghatta Road
Ashirvaad Grand,Quick Bites,4,113,400,Yes,No,"Chinese, North Indian, South Indian","Byresandra,Tavarekere,Madiwala"
Ashirvad Resturant,Quick Bites,3.2,7,300,No,No,"North Indian, Chinese",Marathahalli
Ashirvad Veg,Quick Bites,3.4,9,300,No,No,South Indian,Brookefield
Asia Alive - DoubleTree Suites By Hilton,Fine Dining,4.1,237,2000,No,Yes,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",Bellandur
Asia In A Box,Casual Dining,2.9,18,550,Yes,No,"Thai, Vietnamese, Indonesian, Asian",Kammanahalli
Asia Kitchen By Mainland China,"Casual Dining, Bar",4.9,2178,1500,Yes,Yes,"Asian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala"
ASIA SEVEN,Food Court,3.3,4,300,Yes,No,Chinese,Whitefield
Assi Tussi Lassi,Beverage Shop,3.6,25,200,Yes,No,"Beverages, Fast Food, Ice Cream",Indiranagar
At North Parontha Hut,Quick Bites,2.8,40,200,No,No,North Indian,Brookefield
Athithi,Casual Dining,2.8,80,650,No,No,"Andhra, Biryani, Chinese, North Indian",Bannerghatta Road
Athithi Grand Restaurant,Casual Dining,3,74,700,Yes,No,"Andhra, North Indian, Chinese",JP Nagar
Atithi,Casual Dining,3.7,18,750,No,No,North Indian,Malleshwaram
Atithi Aharadhama,Quick Bites,3.2,4,200,No,No,South Indian,Sarjapur Road
Atithi Aramane Veg,Quick Bites,3.9,48,300,Yes,No,"South Indian, North Indian, Chinese",Bellandur
Atithi Biryani Corner,Quick Bites,3.3,4,200,Yes,No,"Biryani, South Indian",Bannerghatta Road
Atithi Family Bar & Restaurant,"Casual Dining, Bar",3.6,31,500,Yes,No,"North Indian, South Indian, Andhra",Bellandur
Atithi Grand Veg Hotel,Quick Bites,2.8,40,300,No,No,South Indian,Bellandur
Atithi Point Ande Ka Funda,Quick Bites,3.1,29,150,No,No,North Indian,Banashankari
Atithi Sambrama,Quick Bites,3.9,69,200,Yes,No,"South Indian, North Indian, Chinese",Bellandur
Atithi Satkaar,Quick Bites,3.2,8,150,No,No,South Indian,Lavelle Road
Atithi Satkar,Casual Dining,3.7,91,400,No,No,"South Indian, North Indian, Fast Food, Chinese",New BEL Road
Atomic Lab,"Casual Dining, Bar",3.5,53,1800,No,No,"Asian, North Indian, Continental",Brigade Road
Atta Galata,Quick Bites,4.1,208,200,No,No,"Bakery, Fast Food","Byresandra,Tavarekere,Madiwala"
Atte Maneya Oota,Quick Bites,2.8,40,400,No,No,South Indian,Lavelle Road
Attic Lounge,Cafe,4,1229,700,Yes,Yes,Cafe,"Byresandra,Tavarekere,Madiwala"
Atty's Bakery,Bakery,4,73,250,Yes,No,Bakery,Brigade Road
Aubree,"Cafe, Bakery",3.2,5,400,Yes,No,"Cafe, Bakery",Residency Road
Aubree Le Chocolatier,Dessert Parlor,2.8,40,300,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala"
Auntie Anne's,Dessert Parlor,4,24,500,No,No,Desserts,Whitefield
Auntie Fung's,Casual Dining,4.2,577,600,Yes,No,"Asian, Chinese",Malleshwaram
Aura - Radha Regent,Bar,3.6,116,1200,No,Yes,"Continental, American, South Indian, Italian, North Indian, Chinese",Electronic City
